receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia,tokens_linea,lemas_linea,tokens_ingrediente,lemas_ingrediente,ingrediente_linea_lematizada,ingrediente_nombre_lematizado
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,13,½ cucharadita de comino en polvo,½,0.5,cucharadita,comino en polvo,1/2 cucharadita de comino en polvo,comino en polvo,cucharadita,"['1/2', 'cucharadita', 'de', 'comino', 'en', 'polvo']","['1/2', 'cucharaditar', 'de', 'comino', 'en', 'polvo']","['comino', 'en', 'polvo']","['comino', 'en', 'polvo']",1/2 cucharaditar de comino en polvo,comino en polvo
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,1,4 cucharadas de aceite de oliva,4,4.0,cucharadas,aceite de oliva,4 cucharadas de aceite de oliva,aceite de oliva,cucharada,"['4', 'cucharadas', 'de', 'aceite', 'de', 'oliva']","['4', 'cucharada', 'de', 'aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']",4 cucharada de aceite de oliva,aceite de oliva
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,2,4 dientes de ajo finamente picados,4,4.0,dientes,ajo finamente picados,4 dientes de ajo finamente picados,ajo finamente picados,diente,"['4', 'dientes', 'de', 'ajo', 'finamente', 'picados']","['4', 'diente', 'de', 'ajo', 'finamente', 'picado']","['ajo', 'finamente', 'picados']","['ajo', 'finamente', 'picado']",4 diente de ajo finamente picado,ajo finamente picado
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,3,1 cucharaditas de hojuelas de pimientón rojo,1,1.0,cucharaditas,hojuelas de pimientón rojo,1 cucharaditas de hojuelas de pimienton rojo,hojuelas de pimienton rojo,cucharadita,"['1', 'cucharaditas', 'de', 'hojuelas', 'de', 'pimienton', 'rojo']","['1', 'cucharadita', 'de', 'hojuela', 'de', 'pimienton', 'rojo']","['hojuelas', 'de', 'pimienton', 'rojo']","['hojuela', 'de', 'pimienton', 'rojo']",1 cucharadita de hojuela de pimienton rojo,hojuela de pimienton rojo
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,4,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita,"['1', 'cucharadita', 'de', 'comino', 'molido']","['1', 'cucharadita', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1 cucharadita de comino molido,comino molido
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,5,1 libra de camarones pelados y limpios,1,1.0,libra,camarones pelados y limpios,1 libra de camarones pelados y limpios,camarones pelados y limpios,libra,"['1', 'libra', 'de', 'camarones', 'pelados', 'y', 'limpios']","['1', 'libra', 'de', 'camarón', 'pelado', 'y', 'limpio']","['camarones', 'pelados', 'y', 'limpios']","['camarón', 'pelado', 'y', 'limpio']",1 libra de camarón pelado y limpio,camarón pelado y limpio
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,6,1 taza de cilantro fresco,1,1.0,taza,cilantro fresco,1 taza de cilantro fresco,cilantro fresco,taza,"['1', 'taza', 'de', 'cilantro', 'fresco']","['1', 'taza', 'de', 'cilantro', 'fresco']","['cilantro', 'fresco']","['cilantro', 'fresco']",1 taza de cilantro fresco,cilantro fresco
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,7,2 cebollas largas picadas,2,2.0,,cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,,"['2', 'cebollas', 'largas', 'picadas']","['2', 'cebolla', 'larga', 'picada']","['cebollas', 'largas', 'picadas']","['cebolla', 'larga', 'picada']",2 cebolla larga picada,cebolla larga picada
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,8,2 tazas de crema de leche,2,2.0,tazas,crema de leche,2 tazas de crema de leche,crema de leche,taza,"['2', 'tazas', 'de', 'crema', 'de', 'leche']","['2', 'taza', 'de', 'crema', 'de', 'leche']","['crema', 'de', 'leche']","['crema', 'de', 'leche']",2 taza de crema de leche,crema de leche
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,9,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,"['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']","['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']",sal y pimiento al gusto,sal y pimiento al gusto
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,1,"2 libras de carne de bistec falda, cortado en 4 porciones iguales",2,2.0,libras,"carne de bistec falda, cortado en 4 porciones iguales","2 libras de carne de bistec falda, cortado en 4 porciones iguales","carne de bistec falda, cortado en 4 porciones iguales",libras,"['2', 'libras', 'de', 'carne', 'de', 'bistec', 'falda', 'cortado', 'en', '4', 'porciones', 'iguales']","['2', 'libras', 'de', 'carne', 'de', 'bistec', 'faldo', 'cortado', 'en', '4', 'porción', 'igual']","['carne', 'de', 'bistec', 'falda', 'cortado', 'en', '4', 'porciones', 'iguales']","['carne', 'de', 'bistec', 'faldo', 'cortado', 'en', '4', 'porción', 'igual']",2 libras de carne de bistec faldo cortado en 4 porción igual,carne de bistec faldo cortado en 4 porción igual
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,2,1 ½ cucharadas de aceite vegetal,1 ½,1.5,cucharadas,aceite vegetal,1 1/2 cucharadas de aceite vegetal,aceite vegetal,cucharada,"['1', '1/2', 'cucharadas', 'de', 'aceite', 'vegetal']","['1', '1/2', 'cucharada', 'de', 'aceite', 'vegetal']","['aceite', 'vegetal']","['aceite', 'vegetal']",1 1/2 cucharada de aceite vegetal,aceite vegetal
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,3,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente,"['2', 'dientes', 'de', 'ajo', 'picados']","['2', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picados']","['agir', 'picado']",2 diente de ajo picado,agir picado
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,4,½ cucharada de mostaza,½,0.5,cucharada,mostaza,1/2 cucharada de mostaza,mostaza,cucharada,"['1/2', 'cucharada', 'de', 'mostaza']","['1/2', 'cucharado', 'de', 'mostaza']",['mostaza'],['mostazar'],1/2 cucharado de mostaza,mostazar
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,5,1 cucharada de comino molido,1,1.0,cucharada,comino molido,1 cucharada de comino molido,comino molido,cucharada,"['1', 'cucharada', 'de', 'comino', 'molido']","['1', 'cucharada', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1 cucharada de comino molido,comino molido
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,6,Sal y pimienta negra,,,,Sal y pimienta negra,sal y pimienta negra,sal y pimienta negra,,"['sal', 'y', 'pimienta', 'negra']","['sal', 'y', 'pimienta', 'negro']","['sal', 'y', 'pimienta', 'negra']","['sal', 'y', 'pimienta', 'negro']",sal y pimienta negro,sal y pimienta negro
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,7,2 cucharadas de cilantro fresco picado,2,2.0,cucharadas,cilantro fresco picado,2 cucharadas de cilantro fresco picado,cilantro fresco picado,cucharada,"['2', 'cucharadas', 'de', 'cilantro', 'fresco', 'picado']","['2', 'cucharada', 'de', 'cilantro', 'fresco', 'picado']","['cilantro', 'fresco', 'picado']","['cilantro', 'fresco', 'picado']",2 cucharada de cilantro fresco picado,cilantro fresco picado
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,8,2 tazas de hogao ver la receta aquí,2,2.0,tazas,hogao ver la receta aquí,2 tazas de hogao ver la receta aqui,hogao ver la receta aqui,taza,"['2', 'tazas', 'de', 'hogao', 'ver', 'la', 'receta', 'aqui']","['2', 'taza', 'de', 'hogao', 'ver', 'el', 'receta', 'aqui']","['hogao', 'ver', 'la', 'receta', 'aqui']","['hogao', 'ver', 'el', 'receta', 'aqui']",2 taza de hogao ver el receta aqui,hogao ver el receta aqui
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,1,1 libra de yuca cocida,1,1.0,libra,yuca cocida,1 libra de yuca cocida,yuca cocida,libra,"['1', 'libra', 'de', 'yuca', 'cocida']","['1', 'libra', 'de', 'yuca', 'cocido']","['yuca', 'cocida']","['yuca', 'cocido']",1 libra de yuca cocido,yuca cocido
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,2,Media taza de Masarepa,,,,Media taza de Masarepa,media taza de masarepa,media taza de masarepa,,"['media', 'taza', 'de', 'masarepa']","['medio', 'taza', 'de', 'masarepa']","['media', 'taza', 'de', 'masarepa']","['medio', 'taza', 'de', 'masarepa']",medio taza de masarepa,medio taza de masarepa
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,3,2 cucharadas de leche,2,2.0,cucharadas,leche,2 cucharadas de leche,leche,cucharada,"['2', 'cucharadas', 'de', 'leche']","['2', 'cucharada', 'de', 'leche']",['leche'],['leche'],2 cucharada de leche,leche
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,4,2 cucharadas de mantequilla derretida,2,2.0,cucharadas,mantequilla derretida,2 cucharadas de mantequilla derretida,mantequilla derretida,cucharada,"['2', 'cucharadas', 'de', 'mantequilla', 'derretida']","['2', 'cucharada', 'de', 'mantequilla', 'derretido']","['mantequilla', 'derretida']","['mantequilla', 'derretido']",2 cucharada de mantequilla derretido,mantequilla derretido
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,5,Un cuarto de taza de queso mozzarella rallado o queso blanco,,,,Un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,,"['un', 'cuarto', 'de', 'taza', 'de', 'queso', 'mozzarella', 'rallado', 'o', 'queso', 'blanco']","['uno', 'cuarto', 'de', 'taza', 'de', 'queso', 'mozzarella', 'rallado', 'o', 'queso', 'blanco']","['un', 'cuarto', 'de', 'taza', 'de', 'queso', 'mozzarella', 'rallado', 'o', 'queso', 'blanco']","['uno', 'cuarto', 'de', 'taza', 'de', 'queso', 'mozzarella', 'rallado', 'o', 'queso', 'blanco']",uno cuarto de taza de queso mozzarella rallado o queso blanco,uno cuarto de taza de queso mozzarella rallado o queso blanco
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,6,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,,"['sal', 'al', 'gusto']","['sal', 'al', 'gusto']","['sal', 'al', 'gusto']","['sal', 'al', 'gusto']",sal al gusto,sal al gusto
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,7,Mantequilla para cocinar las arepas,,,,Mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,,"['mantequilla', 'para', 'cocinar', 'las', 'arepas']","['mantequilla', 'para', 'cocinar', 'el', 'arepa']","['mantequilla', 'para', 'cocinar', 'las', 'arepas']","['mantequilla', 'para', 'cocinar', 'el', 'arepa']",mantequilla para cocinar el arepa,mantequilla para cocinar el arepa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,1,1 taza de salsa de aliños ver receta aquí,1,1.0,taza,salsa de aliños ver receta aquí,1 taza de salsa de alinos ver receta aqui,salsa de alinos ver receta aqui,taza,"['1', 'taza', 'de', 'salsa', 'de', 'alinos', 'ver', 'receta', 'aqui']","['1', 'taza', 'de', 'salsa', 'de', 'alino', 'ver', 'receta', 'aqui']","['salsa', 'de', 'alinos', 'ver', 'receta', 'aqui']","['salsar', 'de', 'alino', 'ver', 'receta', 'aqui']",1 taza de salsa de alino ver receta aqui,salsar de alino ver receta aqui
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,2,2 zanahorias grandes peladas y cortadas en cubitos,2,2.0,,zanahorias grandes peladas y cortadas en cubitos,2 zanahorias grandes peladas y cortadas en cubitos,zanahorias grandes peladas y cortadas en cubitos,,"['2', 'zanahorias', 'grandes', 'peladas', 'y', 'cortadas', 'en', 'cubitos']","['2', 'zanahoria', 'grande', 'pelada', 'y', 'cortado', 'en', 'cubito']","['zanahorias', 'grandes', 'peladas', 'y', 'cortadas', 'en', 'cubitos']","['zanahoria', 'grande', 'pelada', 'y', 'cortado', 'en', 'cubito']",2 zanahoria grande pelada y cortado en cubito,zanahoria grande pelada y cortado en cubito
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,3,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,"['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']","['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']",sal y pimiento al gusto,sal y pimiento al gusto
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,4,1 libra de carne de res cortada en trozos,1,1.0,libra,carne de res cortada en trozos,1 libra de carne de res cortada en trozos,carne de res cortada en trozos,libra,"['1', 'libra', 'de', 'carne', 'de', 'res', 'cortada', 'en', 'trozos']","['1', 'libra', 'de', 'carne', 'de', 'r', 'cortado', 'en', 'trozo']","['carne', 'de', 'res', 'cortada', 'en', 'trozos']","['carne', 'de', 'r', 'cortado', 'en', 'trozo']",1 libra de carne de r cortado en trozo,carne de r cortado en trozo
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,5,½ libra de lentejas lavadas,½,0.5,libra,lentejas lavadas,1/2 libra de lentejas lavadas,lentejas lavadas,libra,"['1/2', 'libra', 'de', 'lentejas', 'lavadas']","['1/2', 'librar', 'de', 'lenteja', 'lavado']","['lentejas', 'lavadas']","['lenteja', 'lavado']",1/2 librar de lenteja lavado,lenteja lavado
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,6,8 tazas de caldo de carne,8,8.0,tazas,caldo de carne,8 tazas de caldo de carne,caldo de carne,taza,"['8', 'tazas', 'de', 'caldo', 'de', 'carne']","['8', 'taza', 'de', 'caldo', 'de', 'carne']","['caldo', 'de', 'carne']","['caldo', 'de', 'carne']",8 taza de caldo de carne,caldo de carne
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,7,½ cucharadita de achiote molido o color,½,0.5,cucharadita,achiote molido o color,1/2 cucharadita de achiote molido o color,achiote molido o color,cucharadita,"['1/2', 'cucharadita', 'de', 'achiote', 'molido', 'o', 'color']","['1/2', 'cucharaditar', 'de', 'achiote', 'molido', 'o', 'color']","['achiote', 'molido', 'o', 'color']","['achiote', 'molido', 'o', 'color']",1/2 cucharaditar de achiote molido o color,achiote molido o color
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,8,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita,"['1', 'cucharadita', 'de', 'comino', 'molido']","['1', 'cucharadita', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1 cucharadita de comino molido,comino molido
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,9,3 papas blancas medianas peladas y en cubitos,3,3.0,,papas blancas medianas peladas y en cubitos,3 papas blancas medianas peladas y en cubitos,papas blancas medianas peladas y en cubitos,,"['3', 'papas', 'blancas', 'medianas', 'peladas', 'y', 'en', 'cubitos']","['3', 'papa', 'blanco', 'mediano', 'pelada', 'y', 'en', 'cubito']","['papas', 'blancas', 'medianas', 'peladas', 'y', 'en', 'cubitos']","['papa', 'blanco', 'mediano', 'pelada', 'y', 'en', 'cubito']",3 papa blanco mediano pelada y en cubito,papa blanco mediano pelada y en cubito
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,10,¼ taza de cilantro fresco picado,¼,0.25,taza,cilantro fresco picado,1/4 taza de cilantro fresco picado,cilantro fresco picado,taza,"['1/4', 'taza', 'de', 'cilantro', 'fresco', 'picado']","['1/4', 'taza', 'de', 'cilantro', 'fresco', 'picado']","['cilantro', 'fresco', 'picado']","['cilantro', 'fresco', 'picado']",1/4 taza de cilantro fresco picado,cilantro fresco picado
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,1,2 libras de carne de falda o filete,2,2.0,libras,carne de falda o filete,2 libras de carne de falda o filete,carne de falda o filete,libras,"['2', 'libras', 'de', 'carne', 'de', 'falda', 'o', 'filete']","['2', 'libras', 'de', 'carne', 'de', 'falda', 'o', 'filete']","['carne', 'de', 'falda', 'o', 'filete']","['carne', 'de', 'falda', 'o', 'filete']",2 libras de carne de falda o filete,carne de falda o filete
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,2,3 dientes de ajo picados,3,3.0,dientes,ajo picados,3 dientes de ajo picados,ajo picados,diente,"['3', 'dientes', 'de', 'ajo', 'picados']","['3', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picados']","['agir', 'picado']",3 diente de ajo picado,agir picado
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,3,Aceite de oliva,,,,Aceite de oliva,aceite de oliva,aceite de oliva,,"['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']",aceite de oliva,aceite de oliva
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,4,1 cucharadita de mostaza,1,1.0,cucharadita,mostaza,1 cucharadita de mostaza,mostaza,cucharadita,"['1', 'cucharadita', 'de', 'mostaza']","['1', 'cucharadita', 'de', 'mostaza']",['mostaza'],['mostazar'],1 cucharadita de mostaza,mostazar
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,5,1 cucharada de comino,1,1.0,cucharada,comino,1 cucharada de comino,comino,cucharada,"['1', 'cucharada', 'de', 'comino']","['1', 'cucharada', 'de', 'comino']",['comino'],['comino'],1 cucharada de comino,comino
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,6,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,,"['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']",sal y pimienta,sal y pimienta
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,7,2 cebollas pequeñas en rodajas finas,2,2.0,,cebollas pequeñas en rodajas finas,2 cebollas pequenas en rodajas finas,cebollas pequenas en rodajas finas,,"['2', 'cebollas', 'pequenas', 'en', 'rodajas', 'finas']","['2', 'cebolla', 'pequena', 'en', 'rodaja', 'fino']","['cebollas', 'pequenas', 'en', 'rodajas', 'finas']","['cebolla', 'pequena', 'en', 'rodaja', 'fino']",2 cebolla pequena en rodaja fino,cebolla pequena en rodaja fino
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,8,2 cucharadas de mantequilla,2,2.0,cucharadas,mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada,"['2', 'cucharadas', 'de', 'mantequilla']","['2', 'cucharada', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],2 cucharada de mantequilla,mantequilla
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,9,1 to mate finamente picado,1,1.0,,to mate finamente picado,1 to mate finamente picado,to mate finamente picado,,"['1', 'to', 'mate', 'finamente', 'picado']","['1', 'to', 'mate', 'finamente', 'picado']","['to', 'mate', 'finamente', 'picado']","['to', 'mate', 'finamente', 'picado']",1 to mate finamente picado,to mate finamente picado
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,10,3 cucharadas de salsa negra,3,3.0,cucharadas,salsa negra,3 cucharadas de salsa negra,salsa negra,cucharada,"['3', 'cucharadas', 'de', 'salsa', 'negra']","['3', 'cucharada', 'de', 'salsa', 'negro']","['salsa', 'negra']","['salso', 'negro']",3 cucharada de salsa negro,salso negro
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,11,3 cucharadas de vino tinto,3,3.0,cucharadas,vino tinto,3 cucharadas de vino tinto,vino tinto,cucharada,"['3', 'cucharadas', 'de', 'vino', 'tinto']","['3', 'cucharada', 'de', 'vino', 'tinto']","['vino', 'tinto']","['venir', 'tinto']",3 cucharada de vino tinto,venir tinto
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,1,1 taza de harina de maíz Masarepa,1,1.0,taza,harina de maíz Masarepa,1 taza de harina de maiz masarepa,harina de maiz masarepa,taza,"['1', 'taza', 'de', 'harina', 'de', 'maiz', 'masarepa']","['1', 'taza', 'de', 'harina', 'de', 'maiz', 'masarepa']","['harina', 'de', 'maiz', 'masarepa']","['harina', 'de', 'maiz', 'masarepa']",1 taza de harina de maiz masarepa,harina de maiz masarepa
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,2,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita,"['1/2', 'cucharadita', 'de', 'sal']","['1/2', 'cucharaditar', 'de', 'sal']",['sal'],['sal'],1/2 cucharaditar de sal,sal
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,3,½ cucharadita de azúcar,½,0.5,cucharadita,azúcar,1/2 cucharadita de azucar,azucar,cucharadita,"['1/2', 'cucharadita', 'de', 'azucar']","['1/2', 'cucharaditar', 'de', 'azucar']",['azucar'],['azucar'],1/2 cucharaditar de azucar,azucar
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,4,1 taza de agua tibia,1,1.0,taza,agua tibia,1 taza de agua tibia,agua tibia,taza,"['1', 'taza', 'de', 'agua', 'tibia']","['1', 'taza', 'de', 'agua', 'tibio']","['agua', 'tibia']","['agua', 'tibio']",1 taza de agua tibio,agua tibio
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,5,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
